date,equity,cash,borrowed,holdings_val,leverage,drawdown,num_positions,active_holdings,regime
2015-11-02,62054.14,-46.1,52682.36,114782.6,1.85,-0.5171,2,"COKE,SNX",Bull_LowVol
2015-11-03,63302.84,-52.68,52682.36,116037.88,1.83,-0.5073,2,"COKE,SNX",Bull_LowVol
2015-11-04,55775.86,0.0,59851.66,115627.52,2.07,-0.5659,2,"SNX,TYL",Bull_LowVol
2015-11-05,55356.18,-7.48,59851.66,115215.33,2.08,-0.5692,2,"SNX,TYL",Bull_LowVol
2015-11-06,56627.0,-14.96,59851.66,116493.62,2.06,-0.5593,2,"SNX,TYL",Bull_LowVol
2015-11-09,55414.97,-22.44,59851.66,115289.08,2.08,-0.5687,2,"SNX,TYL",Bull_LowVol
2015-11-10,56356.33,-29.93,59851.66,116237.92,2.06,-0.5614,2,"SNX,TYL",Bull_LowVol
2015-11-11,57800.27,-37.41,59851.66,117689.34,2.04,-0.5502,2,"SNX,TYL",Bull_LowVol
2015-11-12,56317.77,-44.89,59851.66,116214.32,2.06,-0.5617,2,"SNX,TYL",Bull_LowVol
2015-11-13,54465.51,-52.37,59851.66,114369.54,2.1,-0.5761,2,"SNX,TYL",Bull_LowVol
2015-11-16,55594.08,-59.85,59851.66,115505.59,2.08,-0.5673,2,"SNX,TYL",Bull_LowVol
2015-11-17,56381.83,-67.33,59851.66,116300.82,2.06,-0.5612,2,"SNX,TYL",Bull_LowVol
2015-11-18,57096.05,-74.81,59851.66,117022.52,2.05,-0.5556,2,"SNX,TYL",Bull_MidVol
2015-11-19,57339.01,0.0,55889.95,113228.97,1.97,-0.5538,2,"TYL,KLAC",Bull_LowVol
2015-11-20,58031.12,-6.99,55889.95,113928.06,1.96,-0.5484,2,"TYL,KLAC",Bull_LowVol
2015-11-23,56957.19,-13.97,55889.95,112861.12,1.98,-0.5567,2,"TYL,KLAC",Bull_LowVol
2015-11-24,57734.44,-20.96,55889.95,113645.35,1.97,-0.5507,2,"TYL,KLAC",Bull_LowVol
2015-11-25,57209.62,-27.94,55889.95,113127.51,1.98,-0.5548,2,"TYL,KLAC",Bull_LowVol
2015-11-27,57824.73,-34.93,55889.95,113749.62,1.97,-0.55,2,"TYL,KLAC",Bull_LowVol
2015-11-30,58898.18,-41.92,55889.95,114830.05,1.95,-0.5416,2,"TYL,KLAC",Bull_LowVol
2015-12-01,59586.44,-48.9,55889.95,115525.29,1.94,-0.5363,2,"TYL,KLAC",Bull_LowVol
2015-12-02,60043.89,-55.89,55889.95,115989.74,1.93,-0.5327,2,"TYL,KLAC",Bull_LowVol
2015-12-03,58002.6,-62.88,55889.95,113955.44,1.96,-0.5486,2,"TYL,KLAC",Bull_LowVol
2015-12-04,59772.67,0.0,57992.0,117764.68,1.97,-0.5348,2,"KLAC,ADSK",Bull_LowVol
2015-12-07,58277.59,-7.25,57992.0,116276.84,2.0,-0.5465,2,"KLAC,ADSK",Bull_LowVol
2015-12-08,59534.9,-14.5,57992.0,117541.39,1.97,-0.5367,2,"KLAC,ADSK",Bull_LowVol
